Zip, Total Population ,Percent Males
79763-0000,"1,044,795",1
95571-0000,"1,044,948",87
43915-0000,"1,045,051",48
98821-0000,"1,045,121",13
57026-0000,"1,045,123",9
43837-0000,"1,045,133",18
15961-0000,"1,045,171",99
74127-0000,"1,045,182",17
14810-0000,"1,045,184",95
97360-0000,"1,045,186",28
14843-0000,"1,045,200",92
68507-0000,"1,045,210",32
41019-0000,"1,045,245",69
72058-0000,"1,045,304",34
87711-0000,"1,045,318",98
52644-0000,"1,045,451",36
24129-0000,"1,045,500",97
73155-0000,"1,045,654",27
90621-0000,"1,045,655",22
50317-0000,"1,045,679",88
17861-0000,"1,045,731",51
8404-0000,"1,045,740",66
4650-0000,"1,045,790",1
56173-0000,"1,045,800",19
7931-0000,"1,045,813",87
56588-0000,"1,045,875",98
80163-0000,"1,045,993",85
7199-0000,"1,046,001",51
17820-0000,"1,046,025",65
63877-0000,"1,046,029",50
75501-0000,"1,046,211",26
36867-0000,"1,046,249",40
63113-0000,"1,046,302",10
72644-0000,"1,046,334",82
19731-0000,"1,046,339",75
71838-0000,"1,046,365",80
72820-0000,"1,046,414",77
57737-0000,"1,046,472",47
59713-0000,"1,046,491",81
37719-0000,"1,046,493",43
34773-0000,"1,046,513",74
38646-0000,"1,046,600",17
27837-0000,"1,046,611",44
23506-0000,"1,046,640",37
70763-0000,"1,046,645",57
80020-0000,"1,046,660",77
28571-0000,"1,046,691",5
56228-0000,"1,046,792",62
8890-0000,"1,046,833",64
72035-0000,"1,046,940",85
50118-0000,"1,046,957",75
89702-0000,"1,046,963",41
27573-0000,"1,046,990",18
8988-0000,"1,047,047",20
60948-0000,"1,047,054",89
57003-0000,"1,047,056",22
39177-0000,"1,047,057",27
44807-0000,"1,047,086",74
77878-0000,"1,047,088",43
83846-0000,"1,047,097",40
14639-0000,"1,047,172",27
98228-0000,"1,047,229",46
16256-0000,"1,047,260",1
2379-0000,"1,047,400",61
43974-0000,"1,047,453",83
38619-0000,"1,047,501",93
23441-0000,"1,047,521",5
39364-0000,"1,047,531",32
22202-0000,"1,047,654",65
33111-0000,"1,047,680",30
95524-0000,"1,047,770",16
43403-0000,"1,047,822",18
50518-0000,"1,047,833",57
24368-0000,"1,047,925",74
87119-0000,"1,047,937",98
97856-0000,"1,048,049",19
25544-0000,"1,048,140",18
68620-0000,"1,048,167",65
93120-0000,"1,048,169",97
63650-0000,"1,048,189",73
28684-0000,"1,048,269",42
12537-0000,"1,048,287",46
62920-0000,"1,048,469",12
40216-0000,"1,048,518",53
16440-0000,"1,048,609",90
24514-0000,"1,048,651",42
78680-0000,"1,048,670",19
8002-0000,"1,048,694",1
29169-0000,"1,048,802",61
73507-0000,"1,048,802",95
38012-0000,"1,048,872",59
17723-0000,"1,048,969",53
90702-0000,"1,049,022",34
33142-0000,"1,049,136",100
33803-0000,"1,049,165",93
10040-0000,"1,049,209",60
66863-0000,"1,049,229",1
6061-0000,"1,049,365",31
39629-0000,"1,049,382",39
7879-0000,"1,049,479",24
60423-0000,"1,049,500",96
95327-0000,"1,049,536",89
30228-0000,"1,049,603",93
56003-0000,"1,049,623",70
56056-0000,"1,049,653",9
36688-0000,"1,049,754",18
41778-0000,"1,049,902",12
12022-0000,"1,049,913",64
96011-0000,"1,049,923",12
5446-0000,"1,049,935",89
46036-0000,"1,050,010",41
5033-0000,"1,050,019",100
33133-0000,"1,050,080",86
21053-0000,"1,050,096",97
17758-0000,"1,050,099",26
11756-0000,"1,050,136",26
46546-0000,"1,050,140",57
53812-0000,"1,050,172",51
93943-0000,"1,050,289",60
43323-0000,"1,050,320",100
28311-0000,"1,050,325",78
53080-0000,"1,050,426",16
80005-0000,"1,050,434",72
44139-0000,"1,050,613",79
79343-0000,"1,050,728",70
29581-0000,"1,050,798",83
68517-0000,"1,050,855",15
71653-0000,"1,050,885",2
95435-0000,"1,050,943",46
21035-0000,"1,051,023",62
12776-0000,"1,051,100",19
76122-0000,"1,051,150",32
91123-0000,"1,051,184",26
47166-0000,"1,051,205",46
54152-0000,"1,051,207",13
13408-0000,"1,051,224",14
33166-0000,"1,051,246",30
78589-0000,"1,051,313",6
34637-0000,"1,051,321",78
59020-0000,"1,051,411",48
38487-0000,"1,051,425",94
40171-0000,"1,051,475",12
92690-0000,"1,051,564",59
36134-0000,"1,051,624",60
71496-0000,"1,051,698",63
76653-0000,"1,051,719",42
94954-0000,"1,051,729",91
41333-0000,"1,051,739",75
91754-0000,"1,051,786",12
6859-0000,"1,051,878",97
50433-0000,"1,051,879",30
55603-0000,"1,051,893",48
30317-0000,"1,051,959",56
54859-0000,"1,052,004",38
36204-0000,"1,052,019",73
25671-0000,"1,052,075",68
58060-0000,"1,052,106",73
62997-0000,"1,052,112",36
17076-0000,"1,052,150",11
57574-0000,"1,052,187",89
16422-0000,"1,052,232",76
56136-0000,"1,052,284",23
22043-0000,"1,052,360",21
92255-0000,"1,052,401",16
6250-0000,"1,052,450",84
45215-0000,"1,052,549",49
4547-0000,"1,052,687",84
48838-0000,"1,052,704",59
77354-0000,"1,052,739",70
61468-0000,"1,052,781",38
72140-0000,"1,052,865",91
86401-0000,"1,052,885",36
85929-0000,"1,052,898",44
68377-0000,"1,052,938",58
66963-0000,"1,053,097",15
37181-0000,"1,053,176",75
66112-0000,"1,053,184",46
10475-0000,"1,053,253",80
34453-0000,"1,053,257",59
49083-0000,"1,053,342",29
57660-0000,"1,053,478",42
8065-0000,"1,053,505",37
45654-0000,"1,053,528",65
16352-0000,"1,053,533",75
85749-0000,"1,053,601",69
61458-0000,"1,053,609",83
67573-0000,"1,053,612",41
65608-0000,"1,053,633",22
56328-0000,"1,053,658",56
14103-0000,"1,053,740",96
93307-0000,"1,053,757",44
14772-0000,"1,053,770",3
77224-0000,"1,053,791",40
97215-0000,"1,053,822",31
21777-0000,"1,053,872",31
28601-0000,"1,054,095",9
33823-0000,"1,054,097",25
45427-0000,"1,054,113",81
16117-0000,"1,054,130",96
73566-0000,"1,054,299",68
2673-0000,"1,054,472",66
61852-0000,"1,054,483",55
13802-0000,"1,054,610",19
56249-0000,"1,054,617",96
78884-0000,"1,054,636",92
15311-0000,"1,054,638",8
55731-0000,"1,054,648",57
39406-0000,"1,054,662",38
78630-0000,"1,054,708",89
71363-0000,"1,054,764",38
54495-0000,"1,054,822",20
59410-0000,"1,054,826",77
33255-0000,"1,054,836",3
41538-0000,"1,054,878",14
33513-0000,"1,054,988",18
72675-0000,"1,054,996",5
92706-0000,"1,055,003",25
92584-0000,"1,055,021",24
75688-0000,"1,055,061",56
10460-0000,"1,055,121",6
78710-0000,"1,055,176",22
91372-0000,"1,055,203",77
78570-0000,"1,055,229",17
20202-0000,"1,055,261",56
76078-0000,"1,055,330",21
96068-0000,"1,055,378",87
53103-0000,"1,055,413",30
25022-0000,"1,055,481",58
88063-0000,"1,055,495",22
68643-0000,"1,055,512",29
68029-0000,"1,055,533",91
77468-0000,"1,055,551",34
64141-0000,"1,055,585",5
37388-0000,"1,055,621",31
29474-0000,"1,055,763",62
95309-0000,"1,055,785",49
72528-0000,"1,055,839",16
41712-0000,"1,055,913",6
65102-0000,"1,055,913",19
33051-0000,"1,055,945",82
44449-0000,"1,055,967",53
49094-0000,"1,056,021",7
97837-0000,"1,056,029",42
48807-0000,"1,056,111",15
26601-0000,"1,056,116",75
76939-0000,"1,056,137",22
78011-0000,"1,056,165",39
15554-0000,"1,056,339",73
2559-0000,"1,056,458",17
62683-0000,"1,056,479",12
90073-0000,"1,056,513",81
99621-0000,"1,056,568",94
40108-0000,"1,056,676",73
77021-0000,"1,056,700",78
80482-0000,"1,056,708",83
44430-0000,"1,056,741",93
55308-0000,"1,056,747",40
42456-0000,"1,056,846",31
38060-0000,"1,056,847",5
16341-0000,"1,056,927",5
24020-0000,"1,057,048",87
70752-0000,"1,057,099",60
96741-0000,"1,057,156",25
43920-0000,"1,057,221",57
69168-0000,"1,057,246",56
31323-0000,"1,057,252",82
44875-0000,"1,057,273",42
23175-0000,"1,057,318",11
42441-0000,"1,057,372",86
76557-0000,"1,057,490",97
30023-0000,"1,057,535",8
97484-0000,"1,057,538",14
57220-0000,"1,057,561",20
71253-0000,"1,057,570",11
63701-0000,"1,057,587",86
8553-0000,"1,057,588",23
43716-0000,"1,057,654",76
61102-0000,"1,057,656",83
55956-0000,"1,057,659",99
73843-0000,"1,057,659",14
53040-0000,"1,057,675",58
98846-0000,"1,057,813",26
61438-0000,"1,057,935",19
60208-0000,"1,058,136",4
76703-0000,"1,058,143",24
6756-0000,"1,058,168",99
15012-0000,"1,058,231",19
85654-0000,"1,058,282",99
91077-0000,"1,058,375",1
79367-0000,"1,058,405",66
28758-0000,"1,058,415",77
62982-0000,"1,058,438",91
4471-0000,"1,058,472",24
67214-0000,"1,058,491",58
35984-0000,"1,058,510",31
90720-0000,"1,058,520",43
70787-0000,"1,058,525",7
77533-0000,"1,058,627",59
12524-0000,"1,058,742",95
1238-0000,"1,058,756",93
4010-0000,"1,058,786",84
90275-0000,"1,058,807",91
23341-0000,"1,058,846",17
61773-0000,"1,058,862",64
1913-0000,"1,058,878",78
85217-0000,"1,058,889",43
74350-0000,"1,058,907",88
33308-0000,"1,058,930",4
71765-0000,"1,058,948",37
63559-0000,"1,058,989",71
10573-0000,"1,059,005",67
84631-0000,"1,059,064",93
38963-0000,"1,059,174",28
12901-0000,"1,059,179",50
95636-0000,"1,059,193",15
59354-0000,"1,059,259",55
18641-0000,"1,059,267",1
96737-0000,"1,059,326",7
48906-0000,"1,059,366",48
14610-0000,"1,059,411",9
5735-0000,"1,059,444",50
15784-0000,"1,059,465",2
75261-0000,"1,059,493",69
49651-0000,"1,059,520",83
70519-0000,"1,059,536",42
6060-0000,"1,059,679",83
75315-0000,"1,059,714",81
64637-0000,"1,059,767",56
66093-0000,"1,059,844",13
37682-0000,"1,059,867",60
66503-0000,"1,059,909",74
15232-0000,"1,059,994",26
36695-0000,"1,060,005",32
35283-0000,"1,060,065",29
91423-0000,"1,060,126",15
15754-0000,"1,060,207",76
56544-0000,"1,060,380",29
59029-0000,"1,060,385",28
47467-0000,"1,060,444",70
94581-0000,"1,060,455",30
12409-0000,"1,060,494",34
51546-0000,"1,060,567",48
50025-0000,"1,060,649",46
90099-0000,"1,060,650",37
90030-0000,"1,060,712",33
84096-0000,"1,060,806",65
30253-0000,"1,060,828",99
95422-0000,"1,060,876",6
49805-0000,"1,060,935",72
72735-0000,"1,061,054",38
1983-0000,"1,061,064",72
48226-0000,"1,061,121",92
80243-0000,"1,061,126",79
49026-0000,"1,061,181",5
22656-0000,"1,061,238",22
79414-0000,"1,061,244",9
38761-0000,"1,061,288",1
66518-0000,"1,061,302",78
7043-0000,"1,061,314",98
47353-0000,"1,061,330",88
49917-0000,"1,061,351",64
49262-0000,"1,061,376",33
6484-0000,"1,061,378",89
15621-0000,"1,061,380",26
77988-0000,"1,061,419",38
54550-0000,"1,061,424",15
45853-0000,"1,061,433",11
97708-0000,"1,061,476",58
29164-0000,"1,061,496",71
7874-0000,"1,061,695",3
19891-0000,"1,061,706",9
16917-0000,"1,061,718",15
81247-0000,"1,061,756",88
44652-0000,"1,061,762",34
53118-0000,"1,061,839",88
58362-0000,"1,061,874",62
91526-0000,"1,061,910",98
98247-0000,"1,061,987",60
47932-0000,"1,061,994",98
28234-0000,"1,062,113",59
87125-0000,"1,062,138",59
86441-0000,"1,062,187",29
26419-0000,"1,062,260",20
32462-0000,"1,062,322",22
24088-0000,"1,062,343",23
84151-0000,"1,062,458",37
97520-0000,"1,062,471",34
23454-0000,"1,062,477",46
28762-0000,"1,062,560",81
55573-0000,"1,062,587",54
10571-0000,"1,062,599",92
43349-0000,"1,062,615",68
40050-0000,"1,062,661",22
4673-0000,"1,062,697",37
23875-0000,"1,062,758",95
97213-0000,"1,062,779",61
16155-0000,"1,062,887",44
77320-0000,"1,062,927",12
2217-0000,"1,062,947",22
32123-0000,"1,063,019",94
27401-0000,"1,063,033",48
61936-0000,"1,063,034",16
76623-0000,"1,063,042",93
32815-0000,"1,063,075",66
4122-0000,"1,063,097",95
20142-0000,"1,063,126",43
35033-0000,"1,063,135",64
42352-0000,"1,063,152",20
48475-0000,"1,063,183",89
24624-0000,"1,063,191",73
92260-0000,"1,063,264",67
6478-0000,"1,063,316",25
29306-0000,"1,063,390",21
72360-0000,"1,063,399",87
41812-0000,"1,063,452",85
77873-0000,"1,063,455",86
55338-0000,"1,063,487",74
64036-0000,"1,063,525",85
56637-0000,"1,063,579",63
11426-0000,"1,063,588",84
32790-0000,"1,063,589",64
24541-0000,"1,063,722",33
57053-0000,"1,063,739",27
47304-0000,"1,063,782",52
46382-0000,"1,064,019",99
50604-0000,"1,064,031",10
74577-0000,"1,064,034",77
31018-0000,"1,064,085",55
55379-0000,"1,064,136",9
31033-0000,"1,064,268",99
15661-0000,"1,064,294",28
50033-0000,"1,064,331",75
13217-0000,"1,064,371",98
23520-0000,"1,064,568",36
95336-0000,"1,064,600",13
21524-0000,"1,064,603",35
46960-0000,"1,064,606",69
89111-0000,"1,064,609",39
8886-0000,"1,064,619",80
99260-0000,"1,064,661",13
76439-0000,"1,064,727",99
4106-0000,"1,064,747",43
49348-0000,"1,064,835",10
32959-0000,"1,064,888",64
1074-0000,"1,064,931",33
97049-0000,"1,064,998",26
97402-0000,"1,065,055",34
65279-0000,"1,065,162",78
27916-0000,"1,065,178",51
80916-0000,"1,065,220",98
76112-0000,"1,065,238",18
99573-0000,"1,065,278",85
17039-0000,"1,065,321",1
82301-0000,"1,065,341",13
66624-0000,"1,065,343",21
43469-0000,"1,065,362",94
19090-0000,"1,065,424",99
70633-0000,"1,065,442",53
93013-0000,"1,065,445",94
77701-0000,"1,065,468",47
56565-0000,"1,065,471",18
44647-0000,"1,065,490",43
6128-0000,"1,065,529",64
46990-0000,"1,065,581",33
33578-0000,"1,065,583",22
66119-0000,"1,065,653",97
77022-0000,"1,065,661",34
85340-0000,"1,065,672",86
76271-0000,"1,065,706",98
78607-0000,"1,065,879",57
68406-0000,"1,065,905",18
41774-0000,"1,065,915",90
28304-0000,"1,065,968",99
70163-0000,"1,066,022",96
50051-0000,"1,066,041",16
30738-0000,"1,066,053",34
96811-0000,"1,066,127",33
28385-0000,"1,066,188",46
21108-0000,"1,066,189",6
25714-0000,"1,066,207",99
92145-0000,"1,066,207",63
64188-0000,"1,066,274",8
56022-0000,"1,066,279",10
62065-0000,"1,066,314",38
72445-0000,"1,066,315",51
56313-0000,"1,066,408",84
18702-0000,"1,066,527",50
78873-0000,"1,066,601",18
55108-0000,"1,066,622",17
59116-0000,"1,066,647",79
71350-0000,"1,066,674",43
56166-0000,"1,066,772",23
45469-0000,"1,066,781",43
46112-0000,"1,066,936",45
70629-0000,"1,066,949",71
49443-0000,"1,066,957",50
3785-0000,"1,066,976",35
83716-0000,"1,067,014",86
85062-0000,"1,067,172",42
7855-0000,"1,067,182",91
57661-0000,"1,067,192",98
18449-0000,"1,067,216",37
2455-0000,"1,067,252",70
23443-0000,"1,067,297",15
32560-0000,"1,067,400",85
56046-0000,"1,067,442",55
25628-0000,"1,067,453",100
14903-0000,"1,067,584",52
95403-0000,"1,067,604",61
57538-0000,"1,067,643",81
25909-0000,"1,067,647",12
76578-0000,"1,067,652",86
12452-0000,"1,067,733",93
64152-0000,"1,067,765",68
89452-0000,"1,067,792",82
75642-0000,"1,067,893",70
69027-0000,"1,067,909",20
68787-0000,"1,067,988",72
20692-0000,"1,068,028",84
16677-0000,"1,068,066",32
43569-0000,"1,068,066",44
94556-0000,"1,068,100",25
83842-0000,"1,068,147",5
36039-0000,"1,068,155",67
26104-0000,"1,068,205",66
10709-0000,"1,068,263",58
84150-0000,"1,068,272",71
88102-0000,"1,068,333",29
70052-0000,"1,068,416",8
95042-0000,"1,068,448",37
8061-0000,"1,068,503",76
7839-0000,"1,068,607",78
85724-0000,"1,068,641",94
11704-0000,"1,068,737",36
79549-0000,"1,068,809",23
48360-0000,"1,068,815",100
66008-0000,"1,068,838",21
28396-0000,"1,068,857",98
25711-0000,"1,068,874",89
94277-0000,"1,068,886",86
94720-0000,"1,068,894",55
15492-0000,"1,068,908",62
11853-0000,"1,068,911",69
33912-0000,"1,068,993",66
30230-0000,"1,069,040",66
72347-0000,"1,069,062",19
85635-0000,"1,069,117",79
18625-0000,"1,069,118",67
6520-0000,"1,069,126",72
18003-0000,"1,069,151",74
6073-0000,"1,069,176",68
77092-0000,"1,069,221",32
12571-0000,"1,069,239",15
72686-0000,"1,069,321",59
17851-0000,"1,069,351",75
67468-0000,"1,069,362",75
31719-0000,"1,069,366",55
53222-0000,"1,069,606",34
58311-0000,"1,069,615",78
74134-0000,"1,069,636",31
42321-0000,"1,069,650",16
75127-0000,"1,069,727",86
7026-0000,"1,069,729",77
14736-0000,"1,069,773",22
20020-0000,"1,069,859",59
33716-0000,"1,069,873",26
12470-0000,"1,069,899",8
30662-0000,"1,069,912",70
98293-0000,"1,069,916",10
38820-0000,"1,069,939",50
54912-0000,"1,069,973",48
98547-0000,"1,069,990",1
14205-0000,"1,069,991",18
27099-0000,"1,070,039",8
14860-0000,"1,070,093",47
95337-0000,"1,070,147",67
19806-0000,"1,070,170",86
68067-0000,"1,070,319",32
75756-0000,"1,070,408",70
95445-0000,"1,070,557",60
53804-0000,"1,070,653",50
35475-0000,"1,070,665",19
34987-0000,"1,070,690",37
75797-0000,"1,070,695",75
41174-0000,"1,070,700",9
53090-0000,"1,070,816",12
35548-0000,"1,070,852",19
43152-0000,"1,070,870",78
65756-0000,"1,070,889",51
45342-0000,"1,070,892",71
65065-0000,"1,070,936",66
97819-0000,"1,070,942",96
96052-0000,"1,070,950",97
25049-0000,"1,070,995",46
14732-0000,"1,071,007",64
12719-0000,"1,071,022",45
46118-0000,"1,071,116",12
62362-0000,"1,071,184",62
77268-0000,"1,071,230",83
95071-0000,"1,071,259",100
21274-0000,"1,071,345",46
49674-0000,"1,071,465",12
76505-0000,"1,071,472",89
92615-0000,"1,071,536",33
64746-0000,"1,071,609",73
11370-0000,"1,071,682",59
88002-0000,"1,071,715",84
34276-0000,"1,071,776",94
14042-0000,"1,071,788",85
32340-0000,"1,071,791",59
15021-0000,"1,071,882",94
17256-0000,"1,071,904",98
32614-0000,"1,071,905",66
26250-0000,"1,071,920",67
96718-0000,"1,072,028",28
6234-0000,"1,072,177",77
74840-0000,"1,072,264",7
10590-0000,"1,072,266",8
27213-0000,"1,072,293",13
90089-0000,"1,072,346",50
30558-0000,"1,072,361",38
65734-0000,"1,072,382",83
63057-0000,"1,072,452",52
95645-0000,"1,072,494",33
30302-0000,"1,072,700",1
20188-0000,"1,072,705",54
88013-0000,"1,072,733",33
86028-0000,"1,072,745",19
23123-0000,"1,072,752",51
8213-0000,"1,072,933",69
16655-0000,"1,073,094",72
2911-0000,"1,073,173",57
30123-0000,"1,073,256",34
54016-0000,"1,073,293",74
39648-0000,"1,073,332",15
1801-0000,"1,073,345",23
75778-0000,"1,073,455",51
73101-0000,"1,073,475",53
84336-0000,"1,073,479",78
24008-0000,"1,073,482",22
38131-0000,"1,073,504",95
17728-0000,"1,073,683",84
80823-0000,"1,073,705",66
4901-0000,"1,073,790",84
81131-0000,"1,073,790",49
97128-0000,"1,073,792",67
32747-0000,"1,073,894",15
11219-0000,"1,073,895",16
78648-0000,"1,073,895",33
21610-0000,"1,073,975",75
41365-0000,"1,074,113",29
43333-0000,"1,074,114",49
6280-0000,"1,074,122",96
43752-0000,"1,074,295",91
54241-0000,"1,074,377",39
61764-0000,"1,074,439",96
62323-0000,"1,074,448",34
6267-0000,"1,074,458",47
70576-0000,"1,074,471",94
28037-0000,"1,074,494",57
20855-0000,"1,074,569",18
52136-0000,"1,074,589",72
60435-0000,"1,074,634",98
54928-0000,"1,074,714",69
28423-0000,"1,074,734",83
98103-0000,"1,074,748",96
46035-0000,"1,074,777",33
2459-0000,"1,074,788",91
1523-0000,"1,074,794",20
56449-0000,"1,074,875",97
78409-0000,"1,075,080",10
16001-0000,"1,075,135",59
65603-0000,"1,075,202",19
46346-0000,"1,075,218",66
49088-0000,"1,075,383",24
24539-0000,"1,075,414",78
68436-0000,"1,075,459",48
81223-0000,"1,075,479",1
20572-0000,"1,075,498",51
77304-0000,"1,075,528",67
24853-0000,"1,075,555",97
98093-0000,"1,075,568",1
78477-0000,"1,075,632",19
78426-0000,"1,075,639",45
72471-0000,"1,075,736",7
48802-0000,"1,075,742",77
64060-0000,"1,075,816",34
25165-0000,"1,076,031",74
48890-0000,"1,076,036",5
47119-0000,"1,076,081",56
36786-0000,"1,076,249",67
17882-0000,"1,076,254",19
12996-0000,"1,076,303",69
11948-0000,"1,076,371",42
44126-0000,"1,076,397",72
19454-0000,"1,076,492",56
75262-0000,"1,076,574",72
83303-0000,"1,076,623",84
65582-0000,"1,076,636",44
11939-0000,"1,076,647",89
65085-0000,"1,076,661",27
16321-0000,"1,076,742",24
10002-0000,"1,076,796",4
75235-0000,"1,076,852",41
36742-0000,"1,076,904",6
22030-0000,"1,076,966",57
41472-0000,"1,077,036",85
24035-0000,"1,077,059",48
62931-0000,"1,077,071",64
65016-0000,"1,077,109",68
42748-0000,"1,077,127",5
97239-0000,"1,077,147",74
85926-0000,"1,077,188",6
60957-0000,"1,077,233",2
23705-0000,"1,077,285",23
75654-0000,"1,077,368",97
78338-0000,"1,077,383",39
83622-0000,"1,077,551",99
71277-0000,"1,077,561",35
28589-0000,"1,077,646",11
54750-0000,"1,077,655",100
87514-0000,"1,077,666",81
27157-0000,"1,077,688",75
60666-0000,"1,077,721",85
92142-0000,"1,077,790",73
94601-0000,"1,077,799",15
73151-0000,"1,077,851",70
32579-0000,"1,077,880",3
91101-0000,"1,077,902",57
48137-0000,"1,077,924",97
96786-0000,"1,078,049",36
87016-0000,"1,078,101",69
73901-0000,"1,078,140",98
62633-0000,"1,078,161",28
72515-0000,"1,078,192",52
18851-0000,"1,078,239",86
95248-0000,"1,078,278",81
31708-0000,"1,078,287",42
23628-0000,"1,078,371",95
97459-0000,"1,078,438",36
11741-0000,"1,078,552",35
7727-0000,"1,078,645",94
77277-0000,"1,078,671",5
88411-0000,"1,078,734",1
